iter	Logloss
196	0.3637676672
197	0.3637676532
198	0.3637424765
199	0.3637424637
200	0.3637182045
201	0.3637010687
202	0.3636461693
203	0.3636099991
204	0.3635848783
205	0.3635232144
206	0.3634184909
207	0.3634118168
208	0.3634095795
209	0.3633628858
210	0.3633628682
211	0.3633084131
212	0.3632539128
213	0.3632074087
214	0.3631295247
215	0.3631090418
216	0.3631090209
217	0.3630869273
218	0.3630553043
219	0.3630552856
220	0.3630016775
221	0.3629478708
222	0.3629275736
223	0.3629275546
224	0.3629168006
225	0.3628865066
226	0.3628663344
227	0.3628205757
228	0.3628205591
229	0.3627991753
230	0.3627626183
231	0.3626551715
232	0.36263301
233	0.3626285884
234	0.3625807944
235	0.3624959979
236	0.3624300472
237	0.3623686974
238	0.3623273538
239	0.3622932785
240	0.3622728219
241	0.3621768576
242	0.3621621669
243	0.3621374817
244	0.3621271291
245	0.3620851331
246	0.3620712948
247	0.3619361483
248	0.3618709038
249	0.361811705
250	0.3617858252
251	0.361745681
252	0.3617128709
253	0.3616393585
254	0.3616393265
255	0.3616048694
256	0.3615735977
257	0.3615176282
258	0.3614784481
259	0.361433408
260	0.3613963875
261	0.3613523782
262	0.361329113
263	0.3612659002
264	0.3612462206
265	0.3612193898
266	0.3611941982
267	0.3611695148
268	0.3611447182
269	0.3611148469
270	0.361079731
271	0.3610797068
272	0.3609984354
273	0.3609715038
274	0.3609714793
275	0.3609153905
276	0.3608800679
277	0.3608138937
278	0.3607591821
279	0.3607362526
280	0.3607291943
281	0.3607136975
282	0.3606524244
283	0.3606364135
284	0.3605013063
285	0.360451332
286	0.3604338033
287	0.3604067742
288	0.3603798161
289	0.3603477251
290	0.3603476976
291	0.3603133577
292	0.3602704103
293	0.3602318669
294	0.3602040528
295	0.3601534219
296	0.3601199171
297	0.3601034149
298	0.3600669867
299	0.3599555806
300	0.3599234033
301	0.3598905527
302	0.3598663354
303	0.3598187008
304	0.3597701696
305	0.3597275658
306	0.3596856998
307	0.3596649471
308	0.3596557556
309	0.3596518257
310	0.35963624
311	0.3595893757
312	0.3595376758
313	0.3595006043
314	0.3594578139
315	0.3594232843
316	0.3593961817
317	0.3593319719
318	0.3593145278
319	0.3592639541
320	0.359219648
321	0.3592052879
322	0.3591633254
323	0.3590868152
324	0.3590451216
325	0.3589924747
326	0.3589372615
327	0.3589029939
328	0.3588601147
329	0.3588026173
330	0.358772824
331	0.3586842258
332	0.3586253533
333	0.3585989435
334	0.3585260414
335	0.3584872681
336	0.3584080554
337	0.3583810047
338	0.3583174814
339	0.3582680385
340	0.3582257497
341	0.3581928817
342	0.3581110782
343	0.3580698787
344	0.3580339511
345	0.35800268
346	0.35795404
347	0.357948728
348	0.3579279344
349	0.3578796443
350	0.3577860128
351	0.3577657699
352	0.3577540651
353	0.357727249
354	0.3576738991
355	0.3576631036
356	0.3576318122
357	0.3576007915
358	0.3575775833
359	0.3575435945
360	0.3575013276
361	0.3574807773
362	0.3574519759
363	0.3574286659
364	0.3573838953
365	0.357321719
366	0.3572788464
367	0.3572282615
368	0.3571329734
369	0.3571200385
370	0.3570910355
371	0.3570033011
372	0.356964192
373	0.3569283898
374	0.3568909996
375	0.3568700798
376	0.3568477224
377	0.3568225284
378	0.3567899467
379	0.3567451372
380	0.3567122027
381	0.3566772522
382	0.356626114
383	0.3565629704
384	0.3565529288
385	0.3564963026
386	0.35644456
387	0.3564077207
388	0.3563768666
389	0.3563607411
390	0.3563033657
391	0.3562808139
392	0.3562640133
393	0.3561859673
394	0.356154931
395	0.3561216599
396	0.3560822543
397	0.3560709166
398	0.3560386439
399	0.3560213145
400	0.3560038666
401	0.3559873075
402	0.3559607408
403	0.355950836
404	0.3559200068
405	0.3558987674
406	0.3558345681
407	0.3558075079
408	0.3557766217
409	0.3557224077
410	0.3556981526
411	0.355679144
412	0.3556499654
413	0.3556145429
414	0.3555856549
415	0.3555514778
416	0.3555328308
417	0.3554866543
418	0.3554633367
419	0.35540681
420	0.3553777702
421	0.3552996418
422	0.355255432
423	0.3551984291
424	0.355144292
425	0.3551210923
426	0.3550642835
427	0.3550575164
428	0.3550440131
429	0.3550127763
430	0.3549547457
431	0.3549245337
432	0.3548575732
433	0.3547907991
434	0.3547692623
435	0.3547081001
436	0.3546920837
437	0.3546414169
438	0.3546134352
439	0.354580521
440	0.3545502225
441	0.354515838
442	0.3544787783
443	0.354466831
444	0.3544314205
445	0.3543966038
446	0.3543557031
447	0.3543041072
448	0.3542841966
449	0.3542714567
450	0.3542587108
451	0.3542017422
452	0.3541716787
453	0.3541536609
454	0.3541442821
455	0.3541307659
456	0.3541013207
457	0.354063269
458	0.3540220913
459	0.3540026027
460	0.3539821793
461	0.3539687655
462	0.3539200489
463	0.3538902279
464	0.3538709931
465	0.3538400117
466	0.3537895616
467	0.3537651464
468	0.3537235242
469	0.3536986592
470	0.3536839371
471	0.3536549638
472	0.3536052885
473	0.3535599782
474	0.3535394299
475	0.3535113168
476	0.3534460375
477	0.3534281176
478	0.3534010012
479	0.3533735548
480	0.3533293078
481	0.3533083447
482	0.3532592405
483	0.3532323416
484	0.3531395827
485	0.3530910088
486	0.3530732748
487	0.3530280143
488	0.353006487
489	0.3529732771
490	0.352958987
491	0.3529222089
492	0.3529112374
493	0.3528850971
494	0.3528647131
495	0.352853334
496	0.3528350281
497	0.3527856037
498	0.3527683151
499	0.3527174489
500	0.3526836452
501	0.3526612881
502	0.3526124589
503	0.3526074312
504	0.3525891949
505	0.3525660142
506	0.352547922
507	0.3525406506
508	0.3524892366
509	0.3524737463
510	0.3524469103
511	0.3524324388
512	0.3524180914
513	0.3523633023
514	0.3523294133
515	0.3522858857
516	0.3522765039
517	0.3522549362
518	0.352218537
519	0.3521696452
520	0.3521482342
521	0.3521005227
522	0.3520810872
523	0.3520514518
524	0.3520216965
525	0.3519868499
526	0.3519666817
527	0.3519219213
528	0.351897553
529	0.351876211
530	0.3518447043
531	0.3518019853
532	0.3517730044
533	0.3517572407
534	0.3517311433
535	0.3517115929
536	0.3516760015
537	0.3516633528
538	0.3516352427
539	0.3516136604
540	0.3515837946
541	0.3515244313
542	0.3514619765
543	0.3514427321
544	0.3514283604
545	0.3513884537
546	0.3513781198
547	0.3513657566
548	0.3513105692
549	0.3512873541
550	0.3512353375
551	0.3512012649
552	0.3511134169
553	0.3510872245
554	0.3510655766
555	0.3510578597
556	0.351040664
557	0.3509986297
558	0.350947572
559	0.3509208367
560	0.3509127132
561	0.3508915271
562	0.3508848546
563	0.3508571373
564	0.3508197044
565	0.3507883838
566	0.3507687382
567	0.3507272575
568	0.35071283
569	0.3506704884
570	0.3506594942
571	0.3506284006
572	0.3505696103
573	0.350558433
574	0.3505471799
575	0.3505295521
576	0.3505148404
577	0.3505027828
578	0.3504905335
579	0.3504862098
580	0.350470268
581	0.3504378882
582	0.350417747
583	0.3503950551
584	0.3503770554
585	0.3503704734
586	0.3503551468
587	0.3503226599
588	0.3502929063
589	0.3502732719
590	0.3502481525
591	0.3502036942
592	0.3501993788
593	0.3501609439
594	0.3501489007
595	0.3501226031
596	0.3500994521
597	0.350085938
598	0.3500371799
599	0.3500200139
600	0.3500154574
601	0.3499968684
602	0.3499826028
603	0.3499369164
604	0.3499169013
605	0.3499072345
606	0.3498670044
607	0.3497948861
608	0.3497681007
609	0.3497612236
610	0.349720661
611	0.3496903437
612	0.3496601416
613	0.3496466063
614	0.3496337959
615	0.3496118481
616	0.3495648705
617	0.3495425353
618	0.3495308506
619	0.3494873585
620	0.3494431898
621	0.3493750278
622	0.3493470386
623	0.3492896155
624	0.3492842472
625	0.3492654225
626	0.3492357181
627	0.3491832785
628	0.3491475022
629	0.3491347445
630	0.3491277331
631	0.3491088805
632	0.3490962289
633	0.3490360585
634	0.3490266563
635	0.3489978463
636	0.3489619656
637	0.3489499921
638	0.3489284445
639	0.348912284
640	0.3489001635
641	0.348870863
642	0.3488562966
643	0.3487880239
644	0.3487774101
645	0.348751124
646	0.3487369152
647	0.3487180639
648	0.3486987543
649	0.3486906768
650	0.3486761446
651	0.3486635676
652	0.3486411841
653	0.348626161
654	0.3486058127
655	0.3485781025
656	0.3485424237
657	0.3485222568
658	0.3484980865
659	0.3484677592
660	0.3484478187
661	0.3484150445
662	0.3483744813
663	0.3483438201
664	0.3482878403
665	0.3482725447
666	0.3482599369
667	0.3482189526
668	0.3482052479
669	0.3481666684
670	0.3481261075
671	0.348114594
672	0.3480686081
673	0.3480591269
674	0.3480495525
675	0.3480337901
676	0.3480299202
677	0.3479771564
678	0.3479503332
679	0.3479233734
680	0.3479136903
681	0.3478128361
682	0.3477950773
683	0.3477753157
684	0.3477665858
685	0.3477138709
686	0.3476977006
687	0.3476453439
688	0.347635523
689	0.3476136832
690	0.3475975012
691	0.3475586527
692	0.3475150802
693	0.3474636724
694	0.347455777
695	0.3474136252
696	0.3473632147
697	0.3473589534
698	0.347353237
699	0.3472988622
700	0.3472491221
701	0.3471706081
702	0.3471594374
703	0.3471404867
704	0.3471371896
705	0.3471152296
706	0.3470146705
707	0.3469999078
708	0.3469904894
709	0.3469717379
710	0.3469662172
711	0.3469472882
712	0.346893016
713	0.3468545325
714	0.3468512389
715	0.3468354908
716	0.346815476
717	0.3468023839
718	0.3467684062
719	0.3467324988
720	0.3467158884
721	0.3466931484
722	0.3466543287
723	0.3466342765
724	0.3465866525
725	0.3465685102
726	0.3465500303
727	0.3465365004
728	0.3465117489
729	0.3464882034
730	0.3464847495
731	0.3464587612
732	0.3464186495
733	0.3463523219
734	0.3463415841
735	0.3462952089
736	0.3462856496
737	0.3462357376
738	0.3462247021
739	0.3461966271
740	0.3461729619
741	0.3461400893
742	0.3461254101
743	0.3460854988
744	0.3460424228
745	0.3460256246
746	0.3460223714
747	0.346011094
748	0.3459892815
749	0.3459641913
750	0.3459546595
751	0.3459177485
752	0.345910145
753	0.3458810326
754	0.3458723621
755	0.3458209922
756	0.3458040216
757	0.3457793593
758	0.3457562363
759	0.3457520182
760	0.3457302285
761	0.3456985021
762	0.3456834744
763	0.3456804047
764	0.3456779403
765	0.3456433771
766	0.3456187284
767	0.3455954918
768	0.3455862818
769	0.3455798023
770	0.3455644301
771	0.3455533858
772	0.3455467591
773	0.345534667
774	0.3455271911
775	0.3455210252
776	0.3454590305
777	0.3454422184
778	0.3454319996
779	0.3454161212
780	0.3454092401
781	0.3453989209
782	0.3453442676
783	0.3453341484
784	0.3453260401
785	0.3453152191
786	0.3453067232
787	0.3452990044
788	0.3452857282
789	0.3452567812
790	0.3452454047
791	0.3452392888
792	0.3452274871
793	0.3451948585
794	0.345185978
795	0.3451648695
796	0.3451482245
797	0.3451408627
798	0.3450902014
799	0.3450866955
800	0.345069101
801	0.3450165391
802	0.3449944059
803	0.3449937383
804	0.3449757285
805	0.3449612023
806	0.3449445875
807	0.3448971563
808	0.3448772547
809	0.3448375818
810	0.3447991248
811	0.3447913351
812	0.3447666806
813	0.344757856
814	0.3447478543
815	0.3447307821
816	0.3447261234
817	0.3446897104
818	0.3446627319
819	0.34465163
820	0.3446354236
821	0.3446220964
822	0.3445967071
823	0.344594087
824	0.3445850534
825	0.3445110435
826	0.344508261
827	0.3444948318
828	0.3444573261
829	0.3444467601
830	0.3444170535
831	0.3444131454
832	0.3443675604
833	0.3443577066
834	0.344332207
835	0.3443208085
836	0.3443130979
837	0.3442798075
838	0.3442590757
839	0.344252688
840	0.3442411376
841	0.3441935467
842	0.3441880993
843	0.3441746703
844	0.3441682463
845	0.3441390114
846	0.3441334174
847	0.3440918269
848	0.3440748766
849	0.3440722631
850	0.3440665638
851	0.3440639449
852	0.3440256708
853	0.3440170029
854	0.3440152708
855	0.3439961631
856	0.3439846968
857	0.3439696257
858	0.3439664368
859	0.3439402677
860	0.3438689787
861	0.3438530488
862	0.3438501075
863	0.3438399839
864	0.3438071146
865	0.3438001774
866	0.3437790641
867	0.3437410361
868	0.3437313976
869	0.3437200999
870	0.3437184418
871	0.3437101758
872	0.3437027411
873	0.3436976806
874	0.3436927219
875	0.3436737984
876	0.3435928061
877	0.3435916594
878	0.3435427814
879	0.3434958409
880	0.3434652427
881	0.3434546392
882	0.3434287022
883	0.3434000201
884	0.3433540775
885	0.3433466845
886	0.3432961334
887	0.3432546275
888	0.343246956
889	0.3432331854
890	0.3432112305
891	0.3431894749
892	0.3431830495
893	0.3431661715
894	0.3431457571
895	0.3431327911
896	0.343122789
897	0.3430909643
898	0.3430864108
899	0.3430604237
900	0.3430557964
901	0.3430315793
902	0.3430095126
903	0.3430036493
904	0.3429994951
905	0.3429957923
906	0.342974541
907	0.3429652003
908	0.3429515939
909	0.3428768489
910	0.3428553341
911	0.3428178253
912	0.3427946591
913	0.3427794667
914	0.3427665918
915	0.3427629662
916	0.3427389601
917	0.3426990271
918	0.3426601626
919	0.3426509852
920	0.3426475629
921	0.3426213878
922	0.3425994465
923	0.342580572
924	0.3425779371
925	0.342546659
926	0.3425064159
927	0.3424830987
928	0.3424790855
929	0.3424176943
930	0.3423642034
931	0.3423477073
932	0.3423227205
933	0.3423156101
934	0.3423037162
935	0.3422637652
936	0.3422521455
937	0.3422407894
938	0.3422058967
939	0.3421922813
940	0.3421666638
941	0.3421632069
942	0.3421385808
943	0.3421332065
944	0.3421244091
945	0.3420808563
946	0.3420698173
947	0.3420610419
948	0.3420390242
949	0.3419994694
950	0.3419739957
951	0.3419632992
952	0.3419607671
953	0.3419495709
954	0.3419332282
955	0.3419084676
956	0.3419068929
957	0.3418861627
958	0.3418833637
959	0.3418461224
960	0.341814969
961	0.3418048863
962	0.3417697502
963	0.3417599457
964	0.3417156541
965	0.3417101169
966	0.3417054312
967	0.3416746952
968	0.3416400831
969	0.3416342585
970	0.3416113627
971	0.3415958555
972	0.3415648507
973	0.3415419135
974	0.3415307697
975	0.3415124551
976	0.3414756757
977	0.3414561273
978	0.3414405497
979	0.341422606
980	0.3414134265
981	0.3413826757
982	0.3413481846
983	0.3413173878
984	0.3413058928
985	0.3413040922
986	0.3413001759
987	0.3412965352
988	0.3412616343
989	0.3412596626
990	0.3412420329
991	0.3412209858
992	0.3412154148
993	0.3412024029
994	0.341199799
995	0.3411934349
996	0.3411694664
997	0.3411554925
998	0.3411545223
999	0.3411337261
1000	0.3411157767
1001	0.341074612
1002	0.3410345918
